genesymbol,entrezgene,variant_name,variant_description,variant_groups,api_url,api_variant_id,chromosome,chr_start,chr_stop,refbase,altbase,refbuild,evidence_type,evidence_level,evidence_description,evidence_direction,clinical_significance,variant_origin,status,type,pubmed_id,pubmed_html_link,disease_name,disease_ontology_id,disease_url,drug_names,drug_interaction_type,rating
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"The NSCLC cell line NCI-H1975 carrying the EGFR T790M mutation was resistant to erlotinib but showed increased sensitivity to HKI-272 (neratinib, IC50: 0.29 渭mol/L).In an in vitro study Ba/F3 cells transfected with either EGFR-L858R or EGFR-L858R/T790M were used to assay cell growth. Ba/F3 cells require IL-3 in order to proliferate, but cells transfected with an activated oncogene are IL-3 independent. Cells with an EGFR L858R/T790M mutation demonstrated an improved response to neratinib (IC50: 0.185umol/L vs. >10umol/L) compared to the same cells treated with erlotinib.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,16818618,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/16818618' target='_blank'>Shimamura et al., 2006, Cancer Res.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Neratinib,NA,2
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"In an in vitro study using NCI-H1666 cells (wildtype EGFR) and NCI-H1975 cells (EGFR-L858R/T790M), inhibition of cell growth was used as an assay to determine sensitivity to tyrosine kinase inhibitor (TKI) drugs. Cells with an EGFR L858R/T790M mutation demonstrated an improved response to afatinib (IC50: 99nM vs. >4000nM) compared to the same cells treated with erlotinib. In an in vivo mouse xenograft study, the growth of cells with an EGFR-L858R/T790M mutation were more sensitive to treatment of afatinib (concentration: 15-20mg/kg) (median tumor volume = 75-150mm^3 vs. 1000mm^3), compared to reversible TKI lapatinib-treated xenografts. However, no complete responses were observed with afatinib alone.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,18408761,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/18408761' target='_blank'>Li et al., 2008, Oncogene</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Afatinib,NA,2
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"In an in vitro study using purified EGFR protein, kinase activity was assayed and compared for wildtype EGFR, EGFR-T790M and EGFR-T790M/L858R using both reversible and irreversible TKI drugs. EFGR proteins with T790M or T790M/L858R mutations were more sensitive to afatinib treatment (IC50: 9.8nM and 24nM, respectively vs. IC50: >1000nM and >1000nM, respectively) compared to treatment with erlotinib or lapatinib treatment. In an in vitro study using NCI-H358 cells (wildtype EGFR) and NCI-H1975 cells (EGFR-L858R/T790M), inhibition of cell growth was used as an assay to determine sensitivity to tyrosine kinase inhibitor drugs. Cells with an EGFR L858R/T790M mutation demonstrated an improved response to afatinib (GI50: 42.0nM vs. >1000nM) compared to the same cells treated with erlotinib. However, IC50s were intermediate compared to a more potent pan-HER inhibitor.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,21732342,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/21732342' target='_blank'>Cha et al., 2012, Int. J. Cancer</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Afatinib,NA,2
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"In an in vitro study using NCI-H1666 cells (wildtype EGFR) and NCI-H1975 cells (EGFR-L858R/T790M), inhibition of cell growth was used as an assay to determine sensitivity to tyrosine kinase inhibitor (TKI) drugs. Cells with an EGFR L858R/T790M mutation demonstrated an improved response to canertinib (IC50: 101nM vs. >4000nM) compared to the same cells treated with erlotinib. IC50 values of canertinib were comparable to afatinib.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,18408761,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/18408761' target='_blank'>Li et al., 2008, Oncogene</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Canertinib,NA,2
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,B: Clinical evidence,"In a prospective study (NCT01802632) of 253 locally advanced or metastatic, non-small cell lung cancer patients, patients with EGFR T790M mutations treated with osimertinib were associated with improved progression free survival (9.6mo, 95% CI:8.3-not reached vs. 2.8mo, 95% CI: 2.4-4.3), improved objective response rate (61% (78/127), 95% CI: 52-70 vs. 21% (37/61), 95% CI:12-34) and improved disease control rate (95% (121/127), 95% CI:90-98 vs. 61%, (37/61), 95% CI: 47-73), as compared to patients that did not harbor EGFR T790M mutations.",Supports,Sensitivity,Somatic Mutation,rejected,evidence,25923549,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/25923549' target='_blank'>J盲nne et al., 2015, N. Engl. J. Med.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Mereletinib,NA,NA
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,D: Preclinical evidence,"Currently, there are no effective therapeutic strategies to overcome the C797S/T790M/activating-mutation (triple-mutation)-mediated EGFR-TKI resistance to Osimertinib. In the present study, we identify brigatinib to be effective against triple-mutation-harbouring cells in vitro and in vivo. The efficacy of brigatinib is enhanced markedly by combination with anti-EGFR antibodies Ceutximab or Panitumumab because of the decrease of surface and total EGFR expression. Thus, the combination therapy of brigatinib with anti-EGFR antibody is a powerful candidate to overcome triple-mutant EGFR.",Supports,Sensitivity,Somatic Mutation,submitted,evidence,28287083,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/28287083' target='_blank'>Uchibori et al., 2017, Nat Commun</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,"Brigatinib, Panitumumab, Cetuximab",NA,4
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Predictive,B: Clinical evidence,"Recently, the development of the third-generation epidermal growth factor receptor-small molecule inhibitor (EGFR-TKI) rociletinib had failed. in May 2016, after receiving a negative reply from  the  FDA鈥檚  Oncologic  Drugs  Advisory  Committee, which voted 12鈥? against the accelerated approval of rociletinib, Clovis Oncology decided to end the development of rociletinib.In this review, the wide-ranging aspects of the evolution of EGFR-TKIs were collected, with a special focus on rociletinib.",Does Not Support,Sensitivity,Somatic Mutation,submitted,evidence,27785053,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/27785053' target='_blank'>Van Der Steen et al., 2016, Onco Targets Ther</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Rociletinib,NA,4
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Prognostic,B: Clinical evidence,Patients with NSCLC harboring EGFR T790M mutation have statistically worse overall survival compared to patients with L858R or other exon 19 activating mutations.,Supports,Poor Outcome,Somatic Mutation,accepted,evidence,24729716,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/24729716' target='_blank'>Li et al., 2014, Onco Targets Ther</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,NA,NA,4
EGFR,1956,T790M,"EGFR T790M was one of the very first mutations recognized to confer resistance to targeted therapies in non-small cell lung cancer. While successful in amplified EGFR, the efficacy of the first and second generation TKI's (erlotinib, gefitinib, neratinib) in treating patients harboring this mutation before treatment is notably lower. This lack of efficacy can likely be to blame for the poorer prognosis for patients with this mutation as compared to patients with wildtype EGFR or other types of EGFR mutations. Approximately half of EGFR mutant tumors with acquired resistance to TKI inhibition have been shown to harbor this mutation, implicating it as a mechanism of acquired therapy resistence. A third generation TKI (osimertinib) has been approved for the treatment of EGFR T790M mutant NSCLC. Patients positive for T790M in a plasma-based test have similar outcomes like those with tumor biopsy testing.",EGFR TKI Resistance,https://civic.genome.wustl.edu/api/variants/34,34,7,55249071,55249071,C,T,GRCh37,Prognostic,B: Clinical evidence,"In NSCLC patients with T790M and another activating mutations, their progression free survival is shorter compared to those who do not possess T790M mutation.",Supports,Poor Outcome,Somatic Mutation,accepted,evidence,24623981,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/24623981' target='_blank'>Ding et al., 2014, Onco Targets Ther</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,NA,NA,4
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Prognostic,B: Clinical evidence,"In patients with cervical squamous cell carcinoma, those with gene amplification of EGFR had worse overall survival.",Supports,Poor Outcome,Somatic Mutation,accepted,evidence,21730982,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/21730982' target='_blank'>Iida et al., 2011, Br. J. Cancer</a>",Cervical Squamous Cell Carcinoma,3744,http://www.disease-ontology.org/?id=DOID:3744,NA,NA,3
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Prognostic,B: Clinical evidence,The group of 43 out of 75 tumor samples with increased copy number or amplification of EGFR as determined by FISH (FISH-positive) had worse progression-free and overall survival than FISH-negative tumors.,Supports,Poor Outcome,Somatic Mutation,accepted,evidence,16943533,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/16943533' target='_blank'>Chung et al., 2006, J. Clin. Oncol.</a>",Head And Neck Squamous Cell Carcinoma,5520,http://www.disease-ontology.org/?id=DOID:5520,NA,NA,4
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Predictive,B: Clinical evidence,"In 290 patients with advanced NSCLC, 177 of which were treated with EGFR TKI (erlotinib or gefitinib). EGFR amplification (Multiplex ligation-dependent probe amplification; MLPA) and Mutation (PCR) were analzed. EGFR amplification was associated with EGFR mutation but not independently with patient benefit from EGFR TKI (overall and progression-free survival).",Does Not Support,Sensitivity,Somatic Mutation,accepted,evidence,26722081,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26722081' target='_blank'>Fiala et al., 2016, Anticancer Res.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,"Erlotinib, Gefitinib",Substitutes,2
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Prognostic,B: Clinical evidence,"In patients with Barrett's adenocarcinoma, those with amplification of EGFR had shorter disease-specific survial.",Supports,Poor Outcome,Somatic Mutation,accepted,evidence,20840671,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/20840671' target='_blank'>Marx et al., 2010, Histopathology</a>",Barrett's Adenocarcinoma,7941,http://www.disease-ontology.org/?id=DOID:7941,NA,NA,3
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Predictive,B: Clinical evidence,EGFR amplification was not a predictor of response to cetuximab/5-FU/platinum in patients with recurrent or metastatic HNSSC from the EXTREME study.,Does Not Support,Sensitivity,Somatic Mutation,accepted,evidence,21048039,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/21048039' target='_blank'>Licitra et al., 2011, Ann. Oncol.</a>",Head And Neck Squamous Cell Carcinoma,5520,http://www.disease-ontology.org/?id=DOID:5520,"5-fluorouracil, Cetuximab, PLATINUM",Combination,4
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Predictive,D: Preclinical evidence,"Evidence of wild-type allele-mediated resistance, a novel concept of acquired resistance in response to mutation-selective inhibitor therapy in cancer treatment. This study reports that the Src-AKT pathway contributes to acquired resistance to third generation EGFR TKIs. In addition, amplification of EGFR wild-type alleles but not mutant alleles was sufficient to confer acquired resistance.",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,28202511,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/28202511' target='_blank'>Nukaga et al., 2017, Cancer Res.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,"Rociletinib, Osimertinib",Substitutes,3
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Predictive,B: Clinical evidence,"In this meta-analysis (14 studies, 1021 patients), EGFR gene copy number (GCN) was predictive of improved progression free survival (PFS) and overall survival (OS) with cetuximab or panitumumab regardless of KRAS status. For the pooled analysis, the objective response rate (ORR) was 65.2% (167/256) in patients with high EFGR GCN, while in patients with low EFGR GCN, the pooled ORR was 12.2% (44/361). The odds ratio (OR) was 6.905 (95% CI: 4.489-10.620; Z=8.79, P=0.000). In wild type KRAS patients, the pooled OR was 8.133 (95% CI: 4.316-15.326; Z=6.48, P=0.000).",Supports,Sensitivity,Somatic Mutation,accepted,evidence,24653627,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/24653627' target='_blank'>Shen et al., 2014, Chin. J. Cancer Res.</a>",Colorectal Cancer,9256,http://www.disease-ontology.org/?id=DOID:9256,"Panitumumab, Cetuximab",Substitutes,3
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Predictive,B: Clinical evidence,"A meta-analysis of EGFR gene copy number as a predictive biomarker for patients receiving tyrosine kinase inhibitor treatment was performed. In total, 20 (1689 patients, 594 with increased gene copy number), 10 (822 patients, 290 with increased gene copy number) and 5 studies (294 patients, 129 with increased gene copy number) were analyzed for overall survival (OS), progression-free survival (PFS) and time-to-progression (TTP) meta-analyses respectively. EGFR amplification was associated with increased OS (HR = 0.77; 95% CI 0.66-0.89; P = 0.001), PFS (HR = 0.60; 95% CI 0.46-0.79; P<0.001) and TTP (HR = 0.50; 95% CI 0.28-0.91; P = 0.02). This effect was shown to influence survival in predominantly white patient populations but not patients of Asian descent.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,20826716,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/20826716' target='_blank'>Dahabreh et al., 2011, Ann. Oncol.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,EGFR Inhibitor,NA,4
EGFR,1956,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/190,190,7,55086794,55279321,NA,NA,GRCh37,Predictive,B: Clinical evidence,"87 patients with metastatic colorectal cancer treated with cetuximab were retrospectively analyzed for EGFR amplifications by FISH. In multivariate analysis, EGFR amplification predicted response and overall survival independent of KRAS status.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,18794099,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/18794099' target='_blank'>Personeni et al., 2008, Clin. Cancer Res.</a>",Colorectal Cancer,9256,http://www.disease-ontology.org/?id=DOID:9256,Cetuximab,NA,3
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,D: Preclinical evidence,Cells harboring an exon 19 deletion were sensitive to afatinib. This study performed drug response assays using five human NSCLC cell lines with various combinations of EGFR mutations. In order to directly compare the sensitivity of multiple EGFR mutations to EGFR-TKIs the authors also generated multiple EGFR transduced Ba/F3 stable cell lines and evaluated sensitivity to EGFR-TKIs by MTS assay.,Supports,Sensitivity,Somatic Mutation,accepted,evidence,26515464,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26515464' target='_blank'>Hirano et al., 2015, Oncotarget</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Afatinib,NA,2
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,"In a phase 2 study (NCT00525148), patients with lung adenocarcinoma (stage IIIb with pleural effusion or stage IV) and EGFR mutations, treated with afatinib, were assessed by objective response. In total, 129 patients were treated with afatinib. 66% of the 106 patients with two common activating EGFR mutations (exon 19 deletion or L858R) had an objective response compared to 39% of 23 patients with less common EGFR mutations.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,22452895,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/22452895' target='_blank'>Yang et al., 2012, Lancet Oncol.</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Afatinib,NA,3
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,NSCLC patients with exon 19 deletions in EGFR had longer overall survival than patients with an L858R mutation when treated with gefitinib or erlotinib (38 versus 17 months; P = 0.04).,Supports,Sensitivity,Somatic Mutation,accepted,evidence,16818686,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/16818686' target='_blank'>Jackman et al., 2006, Clin. Cancer Res.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,"Erlotinib, Gefitinib",Substitutes,4
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,C: Case study,"In a stage IV lung adenocarcinoma patient harboring EGFR exon 19 deletion, EGFR exon 19 deletion was associated with sensitivity to erlotinib monotherapy. Prior to identification of the EGFR exon 19 deletion, the patient was underwent complex treatments with standard chemotherapy and experienced disease progression; upon identification of EGFR exon 19 deletion and treatment with erlotinib, the patient achieved a clinical response.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,27566387,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/27566387' target='_blank'>Kanemaru et al., 2016, Respir Investig</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Erlotinib,NA,NA
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,"A phase III clinical trial (NCT00949650) found that median progression free survival among patients with EGFR exon 19 deletion was 13.6 months for afatinib and 6.9 months for chemotherapy (HR, 0.47; 95% CI, 0.34 to 0.65; P = .001). 308 patients had either exon 19 or L858 mutations.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,23816960,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/23816960' target='_blank'>Sequist et al., 2013, J. Clin. Oncol.</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Afatinib,NA,4
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,"In analysis of LUX-Lung 3 and LUX-Lung 6 trials (NCT00949650 and NCT01121393), of EGFR mutant NSCLC, median overall survival with afatinib treatment was seen to be significantly improved over chemotherapy (33.3 vs 21.1 and 31.4 vs 18.4 months in LUX-Lung 3 and LUX-Lung 6 respectively).  This effect was observed in the EGFR exon 19 deletion subgroup, but not in the L858R mutant subgroup.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,25589191,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/25589191' target='_blank'>Yang et al., 2015, Lancet Oncol.</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Afatinib,NA,4
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,D: Preclinical evidence,Stable HEK293 cell lines expressing mutant EGFR cDNAs were created (using a pQCLIN retroviral vector) and their drug sensitivities to afatinib were examined by MTT assay. Phorphorylation of EGFR was assayed by Western blot. The 50% inhibitory concentration (IC50) of afatinib was significantly lower in cells harboring EGFR exon 19 deletion than in cells harboring EGFR L858R.,Supports,Sensitivity,Somatic Mutation,accepted,evidence,25862853,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/25862853' target='_blank'>Banno et al., 2015, Anticancer Res.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Afatinib,NA,2
